Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game,Home Team ID,Visiting Team ID
2025-02-12,22400769,7:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,SAS,West,Southwest,No,No,1610612738,1610612759
2025-02-12,22400777,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,SAC,West,Pacific,No,Yes,1610612740,1610612758
2025-02-13,22400784,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,GSW,West,Pacific,No,Yes,1610612745,1610612744
2025-02-13,22400785,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,SAC,West,Pacific,No,Yes,1610612740,1610612758
2025-02-13,22400786,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,MIA,East,Southeast,No,No,1610612742,1610612748
2025-02-13,22400787,8:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,OKC,West,Northwest,Yes,Yes,1610612750,1610612760
2025-02-20,22400795,9:30 pm ET,Moody Center,Austin,SAS,West,Southwest,PHX,West,Pacific,No,Yes,1610612759,1610612756
2025-02-20,22400796,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,LAL,West,Pacific,No,Yes,1610612757,1610612747
2025-02-20,22400794,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,CHA,East,Southeast,No,No,1610612743,1610612766
2025-02-20,22400788,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MEM,West,Southwest,No,No,1610612754,1610612763
2025-02-20,22400792,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,CHI,East,Central,No,Yes,1610612752,1610612741
2025-02-20,22400791,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,CLE,East,Central,No,Yes,1610612751,1610612739
2025-02-20,22400790,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,ORL,East,Southeast,Yes,Yes,1610612737,1610612753
2025-02-20,22400789,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,BOS,East,Atlantic,Yes,Yes,1610612755,1610612738
2025-02-20,22400793,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,LAC,West,Pacific,No,No,1610612749,1610612746
2025-02-21,22400804,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,OKC,West,Northwest,Yes,Yes,1610612762,1610612760
2025-02-21,22400803,9:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,NOP,West,Southwest,Yes,Yes,1610612742,1610612740
2025-02-21,22400802,8:30 pm ET,Moody Center,Austin,SAS,West,Southwest,DET,East,Central,No,No,1610612759,1610612765
2025-02-21,22400805,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,GSW,West,Pacific,Yes,Yes,1610612758,1610612744
2025-02-21,22400800,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,MIA,East,Southeast,No,Yes,1610612761,1610612748
2025-02-21,22400799,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,MIL,East,Central,No,Yes,1610612764,1610612749
2025-02-21,22400798,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,MEM,West,Southwest,No,No,1610612753,1610612763
2025-02-21,22400797,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,NYK,East,Atlantic,No,Yes,1610612739,1610612752
2025-02-21,22400801,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,MIN,West,Northwest,No,Yes,1610612745,1610612750
2025-02-22,22400806,5:00 pm ET,United Center,Chicago,CHI,East,Central,PHX,West,Pacific,No,No,1610612741,1610612756
2025-02-22,22400807,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,BKN,East,Atlantic,Yes,Yes,1610612755,1610612751
2025-02-22,22400808,8:30 pm ET,Ball Arena,Denver,DEN,West,Northwest,LAL,West,Pacific,No,Yes,1610612743,1610612747
2025-02-22,22400809,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,HOU,West,Southwest,No,Yes,1610612762,1610612745
2025-02-22,22400810,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,CHA,East,Southeast,No,No,1610612757,1610612766
2025-02-23,22400818,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,SAS,West,Southwest,Yes,Yes,1610612740,1610612759
2025-02-23,22400820,9:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,OKC,West,Northwest,Yes,Yes,1610612750,1610612760
2025-02-23,22400819,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,MEM,West,Southwest,No,No,1610612739,1610612763
2025-02-23,22400817,7:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,MIA,East,Southeast,No,Yes,1610612749,1610612748
2025-02-23,22400811,1:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,NYK,East,Atlantic,Yes,Yes,1610612738,1610612752
2025-02-23,22400815,6:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,WAS,East,Southeast,Yes,Yes,1610612753,1610612764
2025-02-23,22400814,6:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,DET,East,Central,No,Yes,1610612737,1610612765
2025-02-23,22400813,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,LAC,West,Pacific,No,No,1610612754,1610612746
2025-02-23,22400812,3:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DAL,West,Southwest,No,Yes,1610612744,1610612742
2025-02-23,22400816,6:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,PHX,West,Pacific,No,No,1610612761,1610612756
2025-02-24,22400821,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,LAC,West,Pacific,No,No,1610612765,1610612746
2025-02-24,22400822,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,DEN,West,Northwest,No,No,1610612754,1610612743
2025-02-24,22400823,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,CHI,East,Central,No,Yes,1610612755,1610612741
2025-02-24,22400824,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,BKN,East,Atlantic,No,Yes,1610612764,1610612751
2025-02-24,22400825,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,MIA,East,Southeast,Yes,Yes,1610612737,1610612748
2025-02-24,22400827,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,POR,West,Northwest,Yes,Yes,1610612762,1610612757
2025-02-24,22400826,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MIN,West,Northwest,Yes,Yes,1610612760,1610612750
2025-02-24,22400828,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,CHA,East,Southeast,No,No,1610612758,1610612766
2025-02-25,22400830,7:30 pm ET,Kia Center,Orlando,ORL,East,Southeast,CLE,East,Central,No,Yes,1610612753,1610612739
2025-02-25,22400835,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,DAL,West,Southwest,No,Yes,1610612747,1610612742
2025-02-25,22400834,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,CHA,East,Southeast,No,No,1610612744,1610612766
2025-02-25,22400829,7:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,BOS,East,Atlantic,Yes,Yes,1610612761,1610612738
2025-02-25,22400832,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,PHX,West,Pacific,No,Yes,1610612763,1610612756
2025-02-25,22400831,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,MIL,East,Central,No,No,1610612745,1610612749
2025-02-25,22400833,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,SAS,West,Southwest,Yes,Yes,1610612740,1610612759
2025-02-26,22400838,7:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,PHI,East,Atlantic,Yes,Yes,1610612752,1610612755
2025-02-26,22400839,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,POR,West,Northwest,No,No,1610612764,1610612757
2025-02-26,22400840,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,OKC,West,Northwest,No,No,1610612751,1610612760
2025-02-26,22400841,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,ATL,East,Southeast,Yes,Yes,1610612748,1610612737
2025-02-26,22400842,8:00 pm ET,United Center,Chicago,CHI,East,Central,LAC,West,Pacific,No,No,1610612741,1610612746
2025-02-26,22400843,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,SAC,West,Pacific,No,Yes,1610612762,1610612758
2025-02-26,22400844,9:30 pm ET,Toyota Center,Houston,HOU,West,Southwest,SAS,West,Southwest,Yes,Yes,1610612745,1610612759
2025-02-26,22400836,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,BOS,East,Atlantic,No,Yes,1610612765,1610612738
2025-02-26,22400837,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,TOR,East,Atlantic,No,Yes,1610612754,1610612761
2025-02-27,22400849,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,MIN,West,Northwest,No,Yes,1610612747,1610612750
2025-02-27,22400846,7:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,DEN,West,Northwest,No,No,1610612749,1610612743
2025-02-27,22400847,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,CHA,East,Southeast,No,No,1610612742,1610612766
2025-02-27,22400845,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,GSW,West,Pacific,No,No,1610612753,1610612744
2025-02-27,22400848,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,NOP,West,Southwest,No,Yes,1610612756,1610612740
2025-02-28,22400859,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,LAC,West,Pacific,Yes,Yes,1610612747,1610612746
2025-02-28,22400858,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,MIN,West,Northwest,Yes,Yes,1610612762,1610612750
2025-02-28,22400857,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,NOP,West,Southwest,No,Yes,1610612756,1610612740
2025-02-28,22400856,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,NYK,East,Atlantic,No,No,1610612763,1610612752
2025-02-28,22400854,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,IND,East,Central,No,Yes,1610612748,1610612754
2025-02-28,22400853,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,POR,West,Northwest,No,No,1610612751,1610612757
2025-02-28,22400851,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,OKC,West,Northwest,No,No,1610612737,1610612760
2025-02-28,22400850,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,DEN,West,Northwest,No,No,1610612765,1610612743
2025-02-28,22400855,8:00 pm ET,United Center,Chicago,CHI,East,Central,TOR,East,Atlantic,No,Yes,1610612741,1610612761
2025-02-28,22400852,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,CLE,East,Central,No,Yes,1610612738,1610612739
2025-03-01,22400860,6:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,WAS,East,Southeast,Yes,Yes,1610612766,1610612764
2025-03-01,22400861,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,BKN,East,Atlantic,No,Yes,1610612765,1610612751
2025-03-01,22400862,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,SAC,West,Pacific,No,Yes,1610612745,1610612758
2025-03-01,22400863,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,SAS,West,Southwest,Yes,Yes,1610612763,1610612759
2025-03-01,22400864,8:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,GSW,West,Pacific,No,No,1610612755,1610612744
2025-03-01,22400865,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,MIL,East,Central,No,No,1610612742,1610612749
2025-03-02,22400872,8:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,NOP,West,Southwest,No,Yes,1610612762,1610612740
2025-03-02,22400874,9:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,LAC,West,Pacific,Yes,Yes,1610612747,1610612746
2025-03-02,22400873,9:30 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MIN,West,Northwest,No,Yes,1610612756,1610612750
2025-03-02,22400870,6:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,TOR,East,Atlantic,No,Yes,1610612753,1610612761
2025-03-02,22400869,6:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,NYK,East,Atlantic,No,Yes,1610612748,1610612752
2025-03-02,22400871,7:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,OKC,West,Northwest,No,Yes,1610612759,1610612760
2025-03-02,22400867,3:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,POR,West,Northwest,No,No,1610612739,1610612757
2025-03-02,22400866,1:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,DEN,West,Northwest,No,No,1610612738,1610612743
2025-03-02,22400868,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,CHI,East,Central,Yes,Yes,1610612754,1610612741
2025-03-03,22400875,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,GSW,West,Pacific,No,No,1610612766,1610612744
2025-03-03,22400876,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,POR,West,Northwest,No,No,1610612755,1610612757
2025-03-03,22400877,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,WAS,East,Southeast,Yes,Yes,1610612748,1610612764
2025-03-03,22400878,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,ATL,East,Southeast,No,No,1610612763,1610612737
2025-03-03,22400879,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,HOU,West,Southwest,No,Yes,1610612760,1610612745
2025-03-03,22400880,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,SAC,West,Pacific,No,Yes,1610612742,1610612758
2025-03-03,22400881,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,DET,East,Central,No,No,1610612762,1610612765
2025-03-04,22400889,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,LAC,West,Pacific,Yes,Yes,1610612756,1610612746
2025-03-04,22400887,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,PHI,East,Atlantic,No,No,1610612750,1610612755
2025-03-04,22400890,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,NOP,West,Southwest,No,Yes,1610612747,1610612740
2025-03-04,22400885,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,GSW,West,Pacific,No,No,1610612752,1610612744
2025-03-04,22400886,8:00 pm ET,United Center,Chicago,CHI,East,Central,CLE,East,Central,Yes,Yes,1610612741,1610612739
2025-03-04,22400882,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,HOU,West,Southwest,No,No,1610612754,1610612745
2025-03-04,22400888,8:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,BKN,East,Atlantic,No,No,1610612759,1610612751
2025-03-04,22400884,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,MIL,East,Central,No,Yes,1610612737,1610612749
2025-03-04,22400883,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,TOR,East,Atlantic,No,Yes,1610612753,1610612761
2025-03-05,22400891,7:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,POR,West,Northwest,No,No,1610612738,1610612757
2025-03-05,22400892,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,MIN,West,Northwest,No,No,1610612766,1610612750
2025-03-05,22400893,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,MIA,East,Southeast,No,Yes,1610612739,1610612748
2025-03-05,22400894,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,UTA,West,Northwest,No,No,1610612764,1610612762
2025-03-05,22400895,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,OKC,West,Northwest,No,Yes,1610612763,1610612760
2025-03-05,22400897,9:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,DAL,West,Southwest,No,No,1610612749,1610612742
2025-03-05,22400898,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,DET,East,Central,No,No,1610612746,1610612765
2025-03-05,22400896,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,SAC,West,Pacific,No,Yes,1610612743,1610612758
2025-03-06,22400899,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,IND,East,Central,No,Yes,1610612737,1610612754
2025-03-06,22400900,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,PHI,East,Atlantic,Yes,Yes,1610612738,1610612755
2025-03-06,22400901,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,GSW,West,Pacific,No,No,1610612751,1610612744
2025-03-06,22400902,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,HOU,West,Southwest,Yes,Yes,1610612740,1610612745
2025-03-06,22400903,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,NYK,East,Atlantic,No,No,1610612747,1610612752
2025-03-07,22400910,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,SAS,West,Southwest,No,Yes,1610612758,1610612759
2025-03-07,22400904,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,CLE,East,Central,No,Yes,1610612766,1610612739
2025-03-07,22400909,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,PHX,West,Pacific,No,Yes,1610612743,1610612756
2025-03-07,22400911,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,NYK,East,Atlantic,No,No,1610612746,1610612752
2025-03-07,22400908,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,POR,West,Northwest,Yes,Yes,1610612760,1610612757
2025-03-07,22400906,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,MEM,West,Southwest,Yes,Yes,1610612742,1610612763
2025-03-07,22400907,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,MIN,West,Northwest,No,No,1610612748,1610612750
2025-03-07,22400905,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,UTA,West,Northwest,No,No,1610612761,1610612762
2025-03-08,22400912,6:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,BKN,East,Atlantic,No,Yes,1610612766,1610612751
2025-03-08,22400913,7:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,NOP,West,Southwest,Yes,Yes,1610612745,1610612740
2025-03-08,22400914,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,IND,East,Central,No,Yes,1610612737,1610612754
2025-03-08,22400915,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,WAS,East,Southeast,No,Yes,1610612761,1610612764
2025-03-08,22400916,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,CHI,East,Central,No,Yes,1610612748,1610612741
2025-03-08,22400917,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,ORL,East,Southeast,No,Yes,1610612749,1610612753
2025-03-08,22400918,8:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,LAL,West,Pacific,No,No,1610612738,1610612747
2025-03-08,22400919,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DET,East,Central,No,No,1610612744,1610612765
2025-03-09,22400927,9:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,SAC,West,Pacific,Yes,Yes,1610612746,1610612758
2025-03-09,22400926,9:00 pm ET,Moda Center,Portland,POR,West,Northwest,DET,East,Central,No,No,1610612757,1610612765
2025-03-09,22400925,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,SAS,West,Southwest,No,Yes,1610612750,1610612759
2025-03-09,22400923,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,MEM,West,Southwest,Yes,Yes,1610612740,1610612763
2025-03-09,22400924,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,UTA,West,Northwest,No,No,1610612755,1610612762
2025-03-09,22400921,3:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,PHX,West,Pacific,No,Yes,1610612742,1610612756
2025-03-09,22400920,1:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,DEN,West,Northwest,Yes,Yes,1610612760,1610612743
2025-03-09,22400922,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,CLE,East,Central,Yes,Yes,1610612749,1610612739
2025-03-10,22400936,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,DEN,West,Northwest,Yes,Yes,1610612760,1610612743
2025-03-10,22400939,10:30 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,NYK,East,Atlantic,No,No,1610612758,1610612752
2025-03-10,22400938,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,POR,West,Northwest,No,Yes,1610612744,1610612757
2025-03-10,22400937,8:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,DAL,West,Southwest,Yes,Yes,1610612759,1610612742
2025-03-10,22400935,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,PHX,West,Pacific,No,Yes,1610612763,1610612756
2025-03-10,22400930,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,LAL,West,Pacific,No,No,1610612751,1610612747
2025-03-10,22400933,8:00 pm ET,United Center,Chicago,CHI,East,Central,IND,East,Central,Yes,Yes,1610612741,1610612754
2025-03-10,22400932,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,WAS,East,Southeast,No,Yes,1610612761,1610612764
2025-03-10,22400931,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,CHA,East,Southeast,Yes,Yes,1610612748,1610612766
2025-03-10,22400929,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,UTA,West,Northwest,No,No,1610612738,1610612762
2025-03-10,22400928,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,PHI,East,Atlantic,No,Yes,1610612737,1610612755
2025-03-10,22400934,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,ORL,East,Southeast,No,No,1610612745,1610612753
2025-03-11,22400940,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,BKN,East,Atlantic,No,Yes,1610612739,1610612751
2025-03-11,22400941,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,WAS,East,Southeast,No,Yes,1610612765,1610612764
2025-03-11,22400942,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MIL,East,Central,Yes,Yes,1610612754,1610612749
2025-03-11,22400943,9:30 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,LAC,West,Pacific,No,Yes,1610612740,1610612746
2025-03-12,22400951,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,DAL,West,Southwest,Yes,Yes,1610612759,1610612742
2025-03-12,22400953,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,NYK,East,Atlantic,No,No,1610612757,1610612752
2025-03-12,22400952,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MIN,West,Northwest,Yes,Yes,1610612743,1610612750
2025-03-12,22400950,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,UTA,West,Northwest,No,Yes,1610612763,1610612762
2025-03-12,22400945,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,CHA,East,Southeast,Yes,Yes,1610612737,1610612766
2025-03-12,22400948,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,LAC,West,Pacific,No,No,1610612748,1610612746
2025-03-12,22400947,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,PHI,East,Atlantic,Yes,Yes,1610612761,1610612755
2025-03-12,22400946,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,OKC,West,Northwest,No,No,1610612738,1610612760
2025-03-12,22400944,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,CHI,East,Central,No,Yes,1610612753,1610612741
2025-03-12,22400949,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,PHX,West,Pacific,No,Yes,1610612745,1610612756
2025-03-13,22400954,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,WAS,East,Southeast,No,Yes,1610612765,1610612764
2025-03-13,22400955,7:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,LAL,West,Pacific,No,No,1610612749,1610612747
2025-03-13,22400956,8:00 pm ET,United Center,Chicago,CHI,East,Central,BKN,East,Atlantic,No,Yes,1610612741,1610612751
2025-03-13,22400957,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,SAC,West,Pacific,Yes,Yes,1610612744,1610612758
2025-03-14,22400967,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,SAC,West,Pacific,Yes,Yes,1610612756,1610612758
2025-03-14,22400966,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,TOR,East,Atlantic,No,No,1610612762,1610612761
2025-03-14,22400964,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,CHA,East,Southeast,No,No,1610612759,1610612766
2025-03-14,22400965,9:30 pm ET,Ball Arena,Denver,DEN,West,Northwest,LAL,West,Pacific,No,Yes,1610612743,1610612747
2025-03-14,22400962,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,CLE,East,Central,No,No,1610612763,1610612739
2025-03-14,22400961,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,DAL,West,Southwest,Yes,Yes,1610612745,1610612742
2025-03-14,22400960,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,LAC,West,Pacific,No,No,1610612737,1610612746
2025-03-14,22400959,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,IND,East,Central,No,Yes,1610612755,1610612754
2025-03-14,22400958,7:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,BOS,East,Atlantic,No,Yes,1610612748,1610612738
2025-03-14,22400963,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,ORL,East,Southeast,No,No,1610612750,1610612753
2025-03-15,22400968,6:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,BOS,East,Atlantic,Yes,Yes,1610612751,1610612738
2025-03-15,22400969,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,OKC,West,Northwest,No,No,1610612765,1610612760
2025-03-15,22400970,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,CHI,East,Central,No,No,1610612745,1610612741
2025-03-15,22400971,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,MIA,East,Southeast,No,No,1610612763,1610612748
2025-03-15,22400972,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,IND,East,Central,Yes,Yes,1610612749,1610612754
2025-03-15,22400973,8:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,NOP,West,Southwest,Yes,Yes,1610612759,1610612740
2025-03-15,22400974,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,NYK,East,Atlantic,No,No,1610612744,1610612752
2025-03-15,22400975,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,WAS,East,Southeast,No,No,1610612743,1610612764
2025-03-16,22400982,9:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,OKC,West,Northwest,No,No,1610612749,1610612760
2025-03-16,22400980,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,TOR,East,Atlantic,No,No,1610612757,1610612761
